video_id,clip_id,text,gen_label,annotation,mode,label_by
2WGyTLYerpo,4,IF YOURE EXPECTING SOME ARTSY SERIOUS OSCAR CONTENDER THAN YOURE WRONG,sadness,Negative,train,0
2WGyTLYerpo,7,AND MAYBE BEST VISUAL EFFECTS,joy,Positive,train,0
2WGyTLYerpo,6,BECAUSE THE CINEMATOGRAPHY IN THIS MOVIE IS GREAT,joy,Positive,train,0
2WGyTLYerpo,9,BUT AGAIN YOU YOU CANT EXPECT A HUGE LIKE SURREAL MIND BENDER FROM THE MOVIE CALLED COWBOYS AND ALIENS YO,sadness,Negative,train,0
2WGyTLYerpo,8,COZ THE VISUAL EFFECTS ARE PRETTY COOL,joy,Positive,train,0
2WGyTLYerpo,51,SUCH AS SOMETIMES THE ALIENS IN THE WESTERN SETTING DO LOOK A LITTLE GOOFY,anger,Negative,train,0
2WGyTLYerpo,39,AT FIRST HES JUST KIND OF LIKE GRUMPY OLD GUY,disgust,Negative,train,0
2WGyTLYerpo,38,HES HE GIVES AN ENTERTAINING PERFORMANCE AS THE KIND OF LIKE THE LEADER THE OF THE TOWN,joy,Positive,train,0
2WGyTLYerpo,59,OVERALL I REALLY ENJOYED COWBOYS AND ALIENS,joy,Positive,train,0
2WGyTLYerpo,58,NOT A HUGE FLAW BUT ITS THERE AND ITS NOTICABLE,sadness,Negative,train,0
2WGyTLYerpo,11,THE ACTION IS REALLY INTENSE WHICH SURPRISED ME,joy,Positive,train,0
2WGyTLYerpo,10,AND ITS SATISFACTORY,joy,Positive,train,0
2WGyTLYerpo,13,THERES SOME REALLY INTENSE ACTION SCENES ESPECIALLY THE SCENE WHEN THE ALIENS FIRST INVADE,joy,Positive,train,0
2WGyTLYerpo,12,I DIDNT EXPECT THE ACTION TO BE SO INTENSE,joy,Positive,train,0
2WGyTLYerpo,15,IT GAVE ME CHILLS,surprise,Positive,train,0
2WGyTLYerpo,14,THAT SCENE IS LIKE CRAZY,surprise,Positive,train,0
2WGyTLYerpo,17,THE ACTION IS REALLY COOL,joy,Positive,train,0
2WGyTLYerpo,16,I ITS A LOT OF FUN,joy,Positive,train,0
2WGyTLYerpo,19,ONE THING I LIKE WITH THE ALIENS IS THAT A THEY ARE NOT JUST WEAK LINKS THAT HIDE BEHIND THE TECHNOLOGY,surprise,Positive,train,0
2WGyTLYerpo,18,THE ALIENS ARE REALLY COOL,surprise,Positive,train,0
2WGyTLYerpo,31,I THINK HE DOES A GREAT JOB AT WHAT HE DOES,joy,Positive,train,0
2WGyTLYerpo,30,AND A LOT OF PEOPLE HAVE BEEN SAYING THAT,surprise,Negative,train,0
2WGyTLYerpo,37,HARRISON FORD IS ALSO GOOD,surprise,Positive,train,0
2WGyTLYerpo,36,ALSO HIS INNOCENT ACCENT IS PRETTY CONVINCING,joy,Positive,train,0
2WGyTLYerpo,35,AND HE DOES A REALLY GOOD JOB,joy,Positive,train,0
2WGyTLYerpo,34,HE DOESNT TAKE CRAP FROM ANYBODY,joy,Positive,train,0
2WGyTLYerpo,33,IS REALLY REALLY HARD CORE,joy,Positive,train,0
2WGyTLYerpo,55,AND SOMETIMES IT KIND OF VEERS INTO CLICHE ACTION MOVIE TERRITORY,sadness,Negative,train,0
2WGyTLYerpo,32,HES A REALLY BAD ASS,joy,Positive,train,0
2WGyTLYerpo,57,BUT SOMETIMES IT JUST VEERS ENTIRELY CLICHE ACTION MOVIE TERRITORY AGAIN,sadness,Negative,train,0
2WGyTLYerpo,50,BUT THEY ARE NOTICABLE FLAWS,anger,Negative,train,0
2iD-tVS8NPw,24,BUT THEN YOU KIND OF LIKE WALK OUT OF THE MOVIE AND YOURE LIKE WELL I I GET WHAT HAPPENED I UNDERSTAND WHAT HAPPENED,anger,Negative,train,0
2iD-tVS8NPw,25,BUT WHAT WHAT WOULD YOU DO FOR GREEN LANTERN MOVIE 2 THAT WOULD BE EVEN LIKE WORTH WHILE NOW,surprise,Negative,train,0
2iD-tVS8NPw,26,BECAUSE I MEAN IF HES ABLE TO DO ALL OF THIS SORT OF STUFF LIKE HOW YOURE SUPPOSED TO REALLY PUT UP A FORCE THAT CAN PUSH HIM TO THE NEXT LEVEL OR OR DESTROY HIM AT THE SAME TIME,neural,Neutral,train,0
2iD-tVS8NPw,27,AND IT DOES KIND OF A LEA HELPS ALLEVIATE WHAT THAT WHOLE WAS IS ABOUT FIGHTING THE ULTIMATE ENEMY WITHIN THIS FIRST MOVIE AND THAT THE THREAT IS STILL THERE POTENTIALLY SPEAKING,surprise,Positive,train,0
2iD-tVS8NPw,20,BUT I THINK THERE WAS ALSO SOME SORT OF LIKE UM TONE WITHIN THE ACTUAL UM POWERS OF THE GREEN LANTERN AND HIMSELF AND THAT YOU CAN BASICALLY THINK UP OF ANYTHING AND YOU CAN PROJECT THAT INTO THE REAL LIFE,joy,Positive,train,0
2iD-tVS8NPw,21,AND I THINK HAVING THIS SORT OF SUPERPOWER ALMOST THIS POWER TO JUST IMAGINE ANYTHING KIND OF JUST UM HELPED ME GET PASSED THAT YOU KNOW THESE ARE ALL CGI CHARACTERS AND SET,joy,Positive,train,0
2iD-tVS8NPw,22,THIS IS A PLAYGROUND AND THEIR IMAGINARY PLAYGROUND AND ANYTHING CAN HAPPEN ANYTHING THAT WHAT ALSO MADE THE FILM EXCITING,joy,Positive,train,0
2iD-tVS8NPw,23,BECAUSE YOU DONT ENTIRELY KNOW WHATS COMING NEXT,surprise,Positive,train,0
2iD-tVS8NPw,28,SO ITS KIND OF INTERESTING TO SEE UM WHERE THEYRE GONNA BE GOING WITH THAT,joy,Positive,train,0
2iD-tVS8NPw,29,IM LOOKING FORWARD TO IT IVE GOT TO SAY,joy,Positive,train,0
2iD-tVS8NPw,1,BEFORE I WENT IN TO SEE THE GREEN LANTERN IVE BEEN HEARING ALL THESE LIKE CRITICS BASICALLY JUST TRASHING THIS MOVIE LEFT AND RIGHT,sadness,Negative,train,0
2iD-tVS8NPw,3,I ENJOYED IT FOR WHAT IT WAS YOU KNOW,joy,Positive,train,0
2iD-tVS8NPw,2,BUT I AT THE SAME TIME I DO WANNA JUST SAY THAT I ENJOYED THIS MOVIE,joy,Positive,train,0
2iD-tVS8NPw,5,THIS IS A MOVIE THAT YOURE GONNA GO OUT AND SEE,joy,Positive,train,0
2iD-tVS8NPw,4,ITS A HUGE SORT OF SPECTACLE MOVIE THAT IS GREAT FOR THIS SUMMER TIME YOU KNOW,joy,Positive,train,0
2iD-tVS8NPw,7,BECAUSE I I WOULD ACTUALLY SAY THIS PROBABLY IS ONE OF THE FIRST MOVIES THIS YEAR THAT IVE SEEN THIS YEAR THAT YOU WANNA SEE IN 3D ESPECIALLY FOR JUST THE OPENING PORTION,joy,Positive,train,0
2iD-tVS8NPw,6,AND YOU WANNA SEE IT IN 3D,joy,Positive,train,0
2iD-tVS8NPw,9,AND THE REST OF IT DOES LOOK GOOD AS WELL,joy,Positive,train,0
2iD-tVS8NPw,8,IT LOOKS REALLY GOOD,joy,Positive,train,0
2iD-tVS8NPw,11,ITS NOT LIKE A DARK MOVIE OR ANYTHING,surprise,Positive,train,0
2iD-tVS8NPw,10,AND I JUST HAD FUN WATCHING THIS MOVIE,joy,Positive,train,0
2iD-tVS8NPw,13,SO ITS PERFECT FOR KIDS AS WELL AS JUST LIKE TEENAGERS AS WELL WHO JUST WANNA SEE A LOT OF EXPLOSIONS AND SOME CRAZY STUFF,joy,Positive,train,0
2iD-tVS8NPw,12,ITS VERY MUCH A LIGHT HEARTED,surprise,Positive,train,0
2iD-tVS8NPw,15,BECAUSE IT LOOKS LIKE A CARTOON,surprise,Negative,train,0
2iD-tVS8NPw,14,AND YOU KNOW GOING INTO IT OR THESE WATCHING THE TRAILERS BEFORE HEAD I WAS REALLY KIND OF HESITANT ABOUT SEEING THE GREEN LANTERN IN THE FIRST PLACE,fear,Negative,train,0
2iD-tVS8NPw,17,BECAUSE I THINK WHY NOT JUST MAKE THIS YOU KNOW MOVIE THIS LIVE ACTION MOVIE AND TALK CARTOON,anger,Negative,train,0
2iD-tVS8NPw,16,IM NOT REALLY A HUGE FAN OF HAVING LIKE ALL THESE 3D CHARACTERS,anger,Negative,train,0
2iD-tVS8NPw,19,AND IT SEEMED LIKE THEY WERE GONNA GO THAT ROUTE,neural,Neutral,train,0
2iD-tVS8NPw,18,THATS REALLY THE ROUTE THAT YOURE GONNA GO,joy,Positive,train,0
2iD-tVS8NPw,30,ITS NOT LIKE THE GREEN LANTERN IS THE NEXT BATMAN BEGINS OR OR THE DARK NIGHTER,fear,Negative,train,0
5W7Z1C_fDaE,24,YEAP ABSOLUTELY NOT TO BE MISSED,joy,Positive,train,0
5W7Z1C_fDaE,20,ITS EXTREMLY WELL MADE,joy,Positive,train,0
5W7Z1C_fDaE,21,ITS EXTREMLY DARE I SAY FUN TO WATCH IN A REALLY MESSED UP KIND OF WAY,joy,Positive,train,0
5W7Z1C_fDaE,22,ITS EXTREMLY DARE I SAY FUN TO WATCH IN A REALLY MESSED UP KIND OF WAY AND EVEN NOW ITS A HORROR FILM,surprise,Positive,train,0
5W7Z1C_fDaE,23,ITS DEFINATELY GOT SOME FUN KEVIN SMITH MOMENTS IN IT FOR YOU TO LAUGH WITH UM,joy,Positive,train,0
5W7Z1C_fDaE,1,PROBABLY ONE OF THE BALLSIEST PROBABLY ONE OF THE BALLSIEST FIMS OD SUNDANCE 2011,joy,Positive,train,0
5W7Z1C_fDaE,3,ITS BOLD,surprise,Positive,train,0
5W7Z1C_fDaE,2,UM AS REALLY THE BEST WAY TO DESCRIBE THIS FILM IS ITS BIG,joy,Positive,train,0
5W7Z1C_fDaE,5,IT MAKES BIG POWERFULS STATEMENTS,joy,Positive,train,0
5W7Z1C_fDaE,4,ITS STRONG,joy,Positive,train,0
5W7Z1C_fDaE,7,EVERYTHING FROM THE WAY ITS BEING RELEASED TO THE PERFORMANCES AND TO THE STORY ITSELF IS ABSOLUTELY OVRT THE TOP IMPRESSIVE,joy,Positive,train,0
5W7Z1C_fDaE,6,IT DOESNT HOLD BACK,joy,Positive,train,0
5W7Z1C_fDaE,9,ITS A HUGE BREAK THROUGH FOR KEVIN SMITH,surprise,Positive,train,0
5W7Z1C_fDaE,8,AND REALLY WELL DONE,joy,Positive,train,0
5W7Z1C_fDaE,11,JOHN GOODMAN ABSOLUTELY AMAZING,joy,Positive,train,0
5W7Z1C_fDaE,10,ITS COMPLETELY DIFFERENT FROM ANYTHING WEVE EVER SEEN HIM DO BEFORE,joy,Positive,train,0
5W7Z1C_fDaE,13,ITS SO WELL DONE,joy,Positive,train,0
5W7Z1C_fDaE,12,MELISSA LEO WILL HAVE YOU CREEPED OUT TO YOUR INNER CORE WITH HER TINY LITTLE SMILE,joy,Positive,train,0
5W7Z1C_fDaE,15,ITS A HORROR FILM IA A TRUE SENSE,surprise,Positive,train,0
5W7Z1C_fDaE,14,FOR ALL OF THOSE PEOPLE WHO ARE HATING ON IT I DONT KNOW WHAT THEY ARE COMPLAINING ABOUT IT,joy,Positive,train,0
5W7Z1C_fDaE,17,UM IT IS IT IS DEFINATELY ONE OF THOSE FILMS THATS NOT GONNA BE EASY FOR YOU TO FIND,surprise,Positive,train,0
5W7Z1C_fDaE,16,AND IT IS ABSOLUTELY HORRIFYING,disgust,Negative,train,0
5W7Z1C_fDaE,19,WHENEVER IT COMES TO YOUR TOWN DO NOT MISS IT,joy,Positive,train,0
5W7Z1C_fDaE,18,ITS BEING RELEASED IN A VERY INTERESTING WAY,joy,Positive,train,0
6Egk_28TtTM,11,AND I THINK I WHY I WOULD BE SCARED IS BECAUSE I WOULD FEEL SCARED AND KIND OF SAD IF I LOST MY OWN MOTHER,fear,Negative,train,0
6Egk_28TtTM,10,I AM EIGHT YEARS OLD AND I THOUGHT IT WAS REALLY S KIND OF SCARY,surprise,Positive,train,0
6Egk_28TtTM,12,BUT IT ALL TURNS OUT GREAT IN THE END,joy,Positive,train,0
6Egk_28TtTM,1,I JUST GOT FINISHED WATCHING AN EXCELLENT MOVIE CALLED MARS NEEDS MOMS,joy,Positive,train,0
6Egk_28TtTM,3,I LIKED GRIBBLE BECAUSE HE HELPED MILO GET MILOS MOTHER AWAY FROM THE ALIANS,joy,Positive,train,0
6Egk_28TtTM,2,AND MY FAVORITE CHARACTERS IN THE MOVIE WOULD HAVE TO BE MILO MILOS MOTHER AND GRIBBLE,joy,Positive,train,0
6Egk_28TtTM,5,AND MY FAVORITE PART IN THE MOVIE WAS WHEN MILO HAS TO SAVE GRIBBLE,joy,Positive,train,0
6Egk_28TtTM,4,WHICH I THOUGHT WAS AWESOME,joy,Positive,train,0
6Egk_28TtTM,7,BECAUSE IT IS A GOOD MOVIE,joy,Positive,train,0
6Egk_28TtTM,6,AND I WOULD RECOMMEND THIS MOVIE FOR AGES 3 AND UP,joy,Positive,train,0
6Egk_28TtTM,9,LIKE FOR EXAMPLE MY BROTHER IS FIVE YEARS OLD AND HE DIDNT THINK THIS MOVIE WAS SCARY AT ALL,disgust,Negative,train,0
6Egk_28TtTM,8,AND IT DEPENDS WHAT AGE YOU ARE AND HOW YOU TO HOW YOU FEEL LIKE SEE THE MOVIE,surprise,Positive,train,0
6_0THN4chvY,11,BEACUSE I WANTED TO SEE HOW THEY COULD FRAME THAT,joy,Positive,train,0
6_0THN4chvY,10,UM THAT WAS PROBABLY PART OF THE TRAILER THAT GOT ME TO GO AND SEE THE MOVIE,joy,Positive,train,0
6_0THN4chvY,13,ITS A GREAT ONE,joy,Positive,train,0
6_0THN4chvY,12,SO UM IF YOU HAVENT SEEN WINNIE THE POOH AND YOU LIKE FAMILY FILMS GO SEE IT,joy,Positive,train,0
6_0THN4chvY,14,I DEFINATELY RECOMMEND IT,joy,Positive,train,0
6_0THN4chvY,1,AND SO I WAS KIND OF CURIOUS TO SEE MAYBE IF THAT WAS WHAT DISNEY WAS GOING FOR AND IT DEFINATELY WAS WHAT THAY WERE GOING FOR,joy,Positive,train,0
