video_id,clip_id,text,label,annotation,mode,label_by
2iD-tVS8NPw,1,BEFORE I WENT IN TO SEE THE GREEN LANTERN IVE BEEN HEARING ALL THESE LIKE CRITICS BASICALLY JUST TRASHING THIS MOVIE LEFT AND RIGHT,-0.5,Negative,train,0
2iD-tVS8NPw,3,I ENJOYED IT FOR WHAT IT WAS YOU KNOW,1.4,Positive,train,0
2iD-tVS8NPw,2,BUT I AT THE SAME TIME I DO WANNA JUST SAY THAT I ENJOYED THIS MOVIE,2.2,Positive,train,0
2iD-tVS8NPw,5,THIS IS A MOVIE THAT YOURE GONNA GO OUT AND SEE,2.0,Positive,train,0
2iD-tVS8NPw,4,ITS A HUGE SORT OF SPECTACLE MOVIE THAT IS GREAT FOR THIS SUMMER TIME YOU KNOW,2.2,Positive,train,0
2iD-tVS8NPw,7,BECAUSE I I WOULD ACTUALLY SAY THIS PROBABLY IS ONE OF THE FIRST MOVIES THIS YEAR THAT IVE SEEN THIS YEAR THAT YOU WANNA SEE IN 3D ESPECIALLY FOR JUST THE OPENING PORTION,2.4,Positive,train,0
2iD-tVS8NPw,6,AND YOU WANNA SEE IT IN 3D,2.0,Positive,train,0
2iD-tVS8NPw,9,AND THE REST OF IT DOES LOOK GOOD AS WELL,1.4,Positive,train,0
2iD-tVS8NPw,8,IT LOOKS REALLY GOOD,1.8,Positive,train,0
2iD-tVS8NPw,11,ITS NOT LIKE A DARK MOVIE OR ANYTHING,0.2,Positive,train,0
2iD-tVS8NPw,10,AND I JUST HAD FUN WATCHING THIS MOVIE,2.2,Positive,train,0
2iD-tVS8NPw,13,SO ITS PERFECT FOR KIDS AS WELL AS JUST LIKE TEENAGERS AS WELL WHO JUST WANNA SEE A LOT OF EXPLOSIONS AND SOME CRAZY STUFF,2.2,Positive,train,0
2iD-tVS8NPw,12,ITS VERY MUCH A LIGHT HEARTED,1.2,Positive,train,0
2iD-tVS8NPw,15,BECAUSE IT LOOKS LIKE A CARTOON,-1.5,Negative,train,0
2iD-tVS8NPw,14,AND YOU KNOW GOING INTO IT OR THESE WATCHING THE TRAILERS BEFORE HEAD I WAS REALLY KIND OF HESITANT ABOUT SEEING THE GREEN LANTERN IN THE FIRST PLACE,-1.0,Negative,train,0
2iD-tVS8NPw,17,BECAUSE I THINK WHY NOT JUST MAKE THIS YOU KNOW MOVIE THIS LIVE ACTION MOVIE AND TALK CARTOON,-0.6,Negative,train,0
2iD-tVS8NPw,16,IM NOT REALLY A HUGE FAN OF HAVING LIKE ALL THESE 3D CHARACTERS,-1.6,Negative,train,0
2iD-tVS8NPw,19,AND IT SEEMED LIKE THEY WERE GONNA GO THAT ROUTE,0.0,Neutral,train,0
2iD-tVS8NPw,18,THATS REALLY THE ROUTE THAT YOURE GONNA GO,0.333333333333,Positive,train,0
2iD-tVS8NPw,30,ITS NOT LIKE THE GREEN LANTERN IS THE NEXT BATMAN BEGINS OR OR THE DARK NIGHTER,-0.4,Negative,train,0
5W7Z1C_fDaE,24,YEAP ABSOLUTELY NOT TO BE MISSED,2.4,Positive,train,0
5W7Z1C_fDaE,20,ITS EXTREMLY WELL MADE,2.8,Positive,train,0
5W7Z1C_fDaE,21,ITS EXTREMLY DARE I SAY FUN TO WATCH IN A REALLY MESSED UP KIND OF WAY,2.0,Positive,train,0
5W7Z1C_fDaE,22,ITS EXTREMLY DARE I SAY FUN TO WATCH IN A REALLY MESSED UP KIND OF WAY AND EVEN NOW ITS A HORROR FILM,1.6,Positive,train,0
5W7Z1C_fDaE,23,ITS DEFINATELY GOT SOME FUN KEVIN SMITH MOMENTS IN IT FOR YOU TO LAUGH WITH UM,1.8,Positive,train,0
5W7Z1C_fDaE,1,PROBABLY ONE OF THE BALLSIEST PROBABLY ONE OF THE BALLSIEST FIMS OD SUNDANCE 2011,2.0,Positive,train,0
5W7Z1C_fDaE,3,ITS BOLD,0.8,Positive,train,0
5W7Z1C_fDaE,2,UM AS REALLY THE BEST WAY TO DESCRIBE THIS FILM IS ITS BIG,1.4,Positive,train,0
5W7Z1C_fDaE,5,IT MAKES BIG POWERFULS STATEMENTS,2.0,Positive,train,0
5W7Z1C_fDaE,4,ITS STRONG,0.4,Positive,train,0
5W7Z1C_fDaE,7,EVERYTHING FROM THE WAY ITS BEING RELEASED TO THE PERFORMANCES AND TO THE STORY ITSELF IS ABSOLUTELY OVRT THE TOP IMPRESSIVE,2.2,Positive,train,0
5W7Z1C_fDaE,6,IT DOESNT HOLD BACK,0.5,Positive,train,0
5W7Z1C_fDaE,9,ITS A HUGE BREAK THROUGH FOR KEVIN SMITH,2.4,Positive,train,0
5W7Z1C_fDaE,8,AND REALLY WELL DONE,2.6,Positive,train,0
5W7Z1C_fDaE,11,JOHN GOODMAN ABSOLUTELY AMAZING,2.6,Positive,train,0
5W7Z1C_fDaE,10,ITS COMPLETELY DIFFERENT FROM ANYTHING WEVE EVER SEEN HIM DO BEFORE,0.4,Positive,train,0
5W7Z1C_fDaE,13,ITS SO WELL DONE,2.6,Positive,train,0
5W7Z1C_fDaE,12,MELISSA LEO WILL HAVE YOU CREEPED OUT TO YOUR INNER CORE WITH HER TINY LITTLE SMILE,0.8,Positive,train,0
5W7Z1C_fDaE,15,ITS A HORROR FILM IA A TRUE SENSE,0.25,Positive,train,0
5W7Z1C_fDaE,14,FOR ALL OF THOSE PEOPLE WHO ARE HATING ON IT I DONT KNOW WHAT THEY ARE COMPLAINING ABOUT IT,1.8,Positive,train,0
5W7Z1C_fDaE,17,UM IT IS IT IS DEFINATELY ONE OF THOSE FILMS THATS NOT GONNA BE EASY FOR YOU TO FIND,0.2,Positive,train,0
5W7Z1C_fDaE,16,AND IT IS ABSOLUTELY HORRIFYING,-2.0,Negative,train,0
5W7Z1C_fDaE,19,WHENEVER IT COMES TO YOUR TOWN DO NOT MISS IT,2.8,Positive,train,0
5W7Z1C_fDaE,18,ITS BEING RELEASED IN A VERY INTERESTING WAY,1.2,Positive,train,0
6Egk_28TtTM,11,AND I THINK I WHY I WOULD BE SCARED IS BECAUSE I WOULD FEEL SCARED AND KIND OF SAD IF I LOST MY OWN MOTHER,-1.2,Negative,train,0
6Egk_28TtTM,10,I AM EIGHT YEARS OLD AND I THOUGHT IT WAS REALLY S KIND OF SCARY,0.6,Positive,train,0
6Egk_28TtTM,12,BUT IT ALL TURNS OUT GREAT IN THE END,2.4,Positive,train,0
6Egk_28TtTM,1,I JUST GOT FINISHED WATCHING AN EXCELLENT MOVIE CALLED MARS NEEDS MOMS,3.0,Positive,train,0
6Egk_28TtTM,3,I LIKED GRIBBLE BECAUSE HE HELPED MILO GET MILOS MOTHER AWAY FROM THE ALIANS,1.8,Positive,train,0
6Egk_28TtTM,2,AND MY FAVORITE CHARACTERS IN THE MOVIE WOULD HAVE TO BE MILO MILOS MOTHER AND GRIBBLE,2.0,Positive,train,0
6Egk_28TtTM,5,AND MY FAVORITE PART IN THE MOVIE WAS WHEN MILO HAS TO SAVE GRIBBLE,2.2,Positive,train,0
6Egk_28TtTM,4,WHICH I THOUGHT WAS AWESOME,2.8,Positive,train,0
6Egk_28TtTM,7,BECAUSE IT IS A GOOD MOVIE,2.2,Positive,train,0
6Egk_28TtTM,6,AND I WOULD RECOMMEND THIS MOVIE FOR AGES 3 AND UP,2.0,Positive,train,0
6Egk_28TtTM,9,LIKE FOR EXAMPLE MY BROTHER IS FIVE YEARS OLD AND HE DIDNT THINK THIS MOVIE WAS SCARY AT ALL,-0.4,Negative,train,0
6Egk_28TtTM,8,AND IT DEPENDS WHAT AGE YOU ARE AND HOW YOU TO HOW YOU FEEL LIKE SEE THE MOVIE,0.8,Positive,train,0
6_0THN4chvY,11,BEACUSE I WANTED TO SEE HOW THEY COULD FRAME THAT,0.25,Positive,train,0
6_0THN4chvY,10,UM THAT WAS PROBABLY PART OF THE TRAILER THAT GOT ME TO GO AND SEE THE MOVIE,0.4,Positive,train,0
6_0THN4chvY,13,ITS A GREAT ONE,2.2,Positive,train,0
