id	start	stop	cid	vid	text	label	elapse
1DmNV9C1hbY_14	65.40385488	66.84058957	14	1DmNV9C1hbY	I DIDNT EVEN CARE FOR IT	-2.0	1.4367346900000086
1DmNV9C1hbY_1	12.79342404	17.0138322	1	1DmNV9C1hbY	BUT FOR THIS ONE I JUST DIDNT FEEL LIKE IT	-2.0	4.22040816
1DmNV9C1hbY_3	21.26417234	23.91814059	3	1DmNV9C1hbY	BECAUSE IT HAD A REAL NOSTALGIC FEEL TO IT	1.0	2.653968250000002
1DmNV9C1hbY_2	17.0138322	21.26417234	2	1DmNV9C1hbY	UM I LOVED THE VERY FIRST ALVIN AND THE CHIPMUNKS MOVIE	1.6	4.250340139999999
1DmNV9C1hbY_5	31.00204082	34.2446712	5	1DmNV9C1hbY	BUT YOU KNOW FOR THIS ONE I JUST DIDNT CARE	-1.8	3.242630379999998
1DmNV9C1hbY_4	23.91814059	31.00204082	4	1DmNV9C1hbY	IT REMINDED ME OF GETTING UP ON A SATURDAY MORNING AND EATING FRUIT LOOPS AND UM WATCHING CARTOONS	2.0	7.083900230000001
1DmNV9C1hbY_7	39.46281179	44.59115646	7	1DmNV9C1hbY	AND UM WHILE THE TRAILER MADE THE FILM LOOK REAL NICE AND CUTE	-1.6	5.128344669999997
1DmNV9C1hbY_6	34.2446712	39.46281179	6	1DmNV9C1hbY	UM I SAW NO REASON WHY THEY NEEDED TO BRING BACK THE VILLAIN FROM THE FIRST ONE	-1.6	5.218140590000004
1DmNV9C1hbY_9	45.87823129	48.25283447	9	1DmNV9C1hbY	UM IM SURE KIDS ARE GONNA LOVE IT	2.2	2.374603180000001
1DmNV9C1hbY_8	44.59115646	45.87823129	8	1DmNV9C1hbY	IT WAS JUST FLAT	-1.8	1.2870748300000017
1iG0909rllw_24	118.9621315	120.9875283	24	1iG0909rllw	AND YOU KNEW YOU SHOULDNT BE LAUGHING	-1.0	2.025396799999996
1iG0909rllw_25	120.9875283	123.8210884	25	1iG0909rllw	MY FAVORITE SCENE WOULD DEFINATELY BE THE VOLTURI	2.0	2.8335600999999997
1iG0909rllw_26	123.4419501	130.9648526	26	1iG0909rllw	UM THEN MY WINS ON SCREEN WISKERS I MEAN THEY WERE REALLY WORN IN A LOTS WHICH IS A SHAME BECAUSE I THOUGHT XXX REALLY RATHER GOOD	-0.6	7.522902500000001
1iG0909rllw_27	130.9648526	136.8714286	27	1iG0909rllw	AND UM MICHAEL SHEEN AS ARO AS WELL HE WAS RATHER ENJOYABLE TO WATCH	1.8	5.906576000000001
1iG0909rllw_20	85.59795918	95.31587302	20	1iG0909rllw	AND THE SCRIPT IT LEFT ALL THE KEY PLOTS AND EMOTION FROM THE CHARACTERS TO BE EXPOSED THROUGH DIALOGUE	0.4	9.717913839999994
1iG0909rllw_21	95.31587302	107.4882086	21	1iG0909rllw	I THINK IT WAS EMPIRE MAGAZINES REVIEW OF NEW MOON THAT SAID THAT KRISTEN RELIED HEAVILY ON THE TACTIC OF TACTIC OF BLINKING A LOT WHICH SHE REALLY DOES DO A LOT	-0.4	12.172335579999995
1iG0909rllw_22	107.4882086	116.4877551	22	1iG0909rllw	BUT AT THE SAME GOES FOR ROB PATTINSON AS EDWARD AND TAYLOR LAUTNER AS JACOB THEY DO A LOT OF FROWNING IM A MANLY MAN AND I FROWN	-0.2	8.999546500000008
1iG0909rllw_23	116.4877551	119.0619048	23	1iG0909rllw	FOR THE MOMENT IN THIS THE WHOLE CINEMA WAS LAUGHTING	1.8	2.5741496999999924
1iG0909rllw_28	136.8714286	141.2015873	28	1iG0909rllw	AND I THINK THE VOLTURI THAT WAS MY EXCITING BIT OF THE ENTIRE FILM	1.2	4.330158699999998
1iG0909rllw_29	141.2015873	145.3321995	29	1iG0909rllw	THE REST OF THE FILM WAS JUST WATCHING KRISTEN JUST MOB AROUND	-1.4	4.130612200000002
1iG0909rllw_1	7.066439909	8.563038549	1	1iG0909rllw	AND I THOUGHT THEY WERE AVERAGE	-0.4	1.4965986400000002
1iG0909rllw_3	10.42879819	14.06054422	3	1iG0909rllw	I THOUGHT TWILIGHT DIRECTED BY CATHERINE HARDWICKE WAS ACTUALLY REALLY RATHER ENJOYABLE	2.0	3.6317460300000004
1iG0909rllw_2	8.563038549	10.42879819	2	1iG0909rllw	LETS FACE IT THEY ARE REALLY NOT MASTER PIECES	-1.75	1.8657596410000004
1iG0909rllw_5	17.93174603	20.22653061	5	1iG0909rllw	BUT CINEMATICLY I THOUGHT IT WAS GOOD QUITE GOOD	2.2	2.2947845800000017
1iG0909rllw_4	14.06054422	17.93174603	4	1iG0909rllw	UM I MEAN OBVIOUSLY IT HAD ITS FLAWS	-1.2	3.8712018099999987
1iG0909rllw_7	21.59342404	28.71723356	7	1iG0909rllw	I WASNT THINKING ON HEARING THAT CHRIS WEITZ WAS GONNA START THE NEW MOON BECAUSE OF THE DESTRUCTION THAT WAS PHILLIP PULLMAN THE GOLDEN COMPASS	-0.6	7.123809520000002
1iG0909rllw_6	20.22653061	21.59342404	6	1iG0909rllw	IT WASIT WAS ENJOYABLE	1.6	1.3668934299999975
1iG0909rllw_9	30.60294785	35.62154195	9	1iG0909rllw	AND I I DIDINT REALLY KNOW WHAT TO EXPECT FROM NEW MOON UM IN TERMS OF HIS DIRECTION	-0.2	5.018594100000001
1iG0909rllw_8	28.71723356	30.60294785	8	1iG0909rllw	I THOUGHT THAT FILM WAS AWFUL	-2.4	1.8857142899999992
1iG0909rllw_11	39.28321995	42.35623583	11	1iG0909rllw	THE THING IS ITS A VERY GOOD TRANSLATION OF THE BOOK	2.2	3.07301588
1iG0909rllw_10	35.62154195	39.28321995	10	1iG0909rllw	OVERALL NEW MOON WAS IT WAS OK JUST AVERAGE	0.6	3.661678000000002
1iG0909rllw_13	43.93265306	45.90816327	13	1iG0909rllw	AND I REALLY APPRECIATE THAT LOYALTY	1.4	1.975510210000003
1iG0909rllw_12	42.35623583	43.93265306	12	1iG0909rllw	ITS VERY VERY LOYAL TO THE BOOK	1.6	1.576417229999997
1iG0909rllw_15	56.64376417	59.56712018	15	1iG0909rllw	AND THE BOOK IS NOT NECESSARILY THE MOST THRILLING BOOK EVER	-1.4	2.9233560100000062
1iG0909rllw_14	45.90816327	53.98979592	14	1iG0909rllw	UM HOWEVER IT IS THIS LOYALTY TO THE ORIGINAL SOURCE THAT GIVES IT ITS FLAWS	-0.2	8.081632649999996
1iG0909rllw_17	68.37709751	73.33582766	17	1iG0909rllw	IT WASNT REALLY THE BEST THE MOST THRILLING READ EVER ILL SAY THAT	-1.4	4.958730150000008
1iG0909rllw_16	59.56712018	68.37709751	16	1iG0909rllw	I MEAN THE ENTIRE XXX IS BELLA SWAN KRISTEN KRISTENS STEWARDS CHARACTER MOBBING AROUND COMPLETELY DEPRESSED	-1.4	8.809977329999995
1iG0909rllw_19	79.86099773	85.59795918	19	1iG0909rllw	THE ANGSTY TOO ANGSTY MOMENTS WITHDRAWN OUT TO THE MAX AS FAR AS THAY CAN GO	-1.0	5.73696145000001
1iG0909rllw_18	73.33582766	79.86099773	18	1iG0909rllw	SO OVERALLNEW MOON EVEN WITH THE BIGGER BETTER BUDGETS HUH IT WAS STILL TOO LONG	-1.8	6.525170069999987
1iG0909rllw_30	145.3321995	147.0183673	30	1iG0909rllw	AND THAT WAS REALLY BORING	-1.6	1.6861677999999927
2WGyTLYerpo_56	157.5244898	162.2238095	56	2WGyTLYerpo	LIKE A MOVIE CALLED COWBOYS AND ALIENS A LOT OF PEOPLE WOULD THINK WOULD BE KIND OF LIKE CRAZY	-0.4	4.6993196999999896
2WGyTLYerpo_54	149.8120181	152.2664399	54	2WGyTLYerpo	I JUST THOUGHT IT WAS KIND OF STUPID	-2.0	2.4544218000000058
2WGyTLYerpo_42	121.5562358	123.4219955	42	2WGyTLYerpo	SO YOU CAN CARE ABOUT HIM	0.0	1.8657596999999981
2WGyTLYerpo_48	133.1698413	134.1376417	48	2WGyTLYerpo	THERE ARE SOME FLAWS HERE	-1.0	0.9678003999999873
2WGyTLYerpo_43	123.4219955	127.2133787	43	2WGyTLYerpo	AND ALSOUM OLIVIA WILD SHES PRETTY GOOD	2.0	3.7913832000000127
2WGyTLYerpo_60	172.670068	174.3462585	60	2WGyTLYerpo	AND IM GONNA GIVE IT AN EIGHT OUT OF TEN	2.2	1.6761905000000183
2WGyTLYerpo_61	174.3462585	175.314059	61	2WGyTLYerpo	IT WAS REALLY FUN	1.4	0.9678004999999814
2WGyTLYerpo_62	175.314059	176.700907	62	2WGyTLYerpo	A VERY GOOD TIME	2.2	1.3868480000000147
2WGyTLYerpo_63	176.700907	179.5943311	63	2WGyTLYerpo	AND I DEFINATELY RECOMMEND YOU CHECK IT OUT IN THEATERS	2.2	2.8934241000000043
2WGyTLYerpo_49	134.1376417	136.3426304	49	2WGyTLYerpo	AND THERE BUT THEYRE NOT HUGE GLARING FLAWS	-0.6	2.2049887000000012
2WGyTLYerpo_52	143.1970522	144.8433107	52	2WGyTLYerpo	BUT I WAS KIND OF EXPECTING THAT	0.0	1.6462584999999876
2WGyTLYerpo_53	148.4650794	149.8120181	53	2WGyTLYerpo	I WASNT A HUGE FAN OF IT	-1.0	1.3469386999999813
2WGyTLYerpo_24	68.7462585	79.66145125	24	2WGyTLYerpo	AND ALSO I LIKE HOW ITS KIND OF UPFRONT TO SHOW THEM TO US INSTEAD OF HIDING THEM LIKE SHOWING A LITTLE LIKE AN ARM ON SCENE OR SOMETHING NO THEY JUST STRAIGHT UP SHOW IT TO US	1.6	10.915192750000003
2WGyTLYerpo_25	79.66145125	80.55941043	25	2WGyTLYerpo	AND I REALLY ENJOYED THAT	1.8	0.8979591800000009
2WGyTLYerpo_26	80.55941043	83.47278912	26	2WGyTLYerpo	I IT WAS REALLY COOL WHEN THEY DID THAT	1.8	2.913378690000002
2WGyTLYerpo_27	83.47278912	85.069161	27	2WGyTLYerpo	COZ THE ALIENS WERE REALLY COOL LOOKING	1.8	1.5963718799999924
2WGyTLYerpo_20	63.61791383	64.66553288	20	2WGyTLYerpo	THEY ARE HUGE	1.0	1.0476190500000016
2WGyTLYerpo_21	64.66553288	65.62335601	21	2WGyTLYerpo	THEYRE REALLY STRONG	0.8	0.9578231299999942
2WGyTLYerpo_22	65.62335601	67.50907029	22	2WGyTLYerpo	AND THEYRE KIND OF SCARY LOOKING	-0.8	1.885714280000002
2WGyTLYerpo_23	67.50907029	68.7462585	23	2WGyTLYerpo	I DIDNT EXPECT THAT	0.0	1.2371882099999993
2WGyTLYerpo_46	129.468254	130.6954649	46	2WGyTLYerpo	SHES ACTUALLY PRETTY GOOD	1.4	1.2272108999999887
2WGyTLYerpo_47	130.9947846	132.4913832	47	2WGyTLYerpo	SHES IN EVERYTHING NOWADAYS	0.0	1.4965985999999987
2WGyTLYerpo_44	127.652381	127.652381	44	2WGyTLYerpo	SHES BEAUTIFUL	0.2	0.0
2WGyTLYerpo_45	127.652381	129.468254	45	2WGyTLYerpo	AND SHES NOT A BAD ACTOR	0.2	1.8158729999999963
2WGyTLYerpo_28	85.069161	87.4537415	28	2WGyTLYerpo	DANIEL CRAIG DOES A VERY GOOD JOB HERE	2.4	2.3845805000000126
2WGyTLYerpo_29	87.4537415	90.27732426	29	2WGyTLYerpo	HE KIND OF CHANNELS THE MAN WITH NO NAME CLINT EASTWOOD	0.6	2.8235827599999936
2WGyTLYerpo_40	116.7671202	118.6029478	40	2WGyTLYerpo	BUT HE BECOMES MORE LIKEABLE	0.6	1.8358276000000018
2WGyTLYerpo_41	118.6029478	121.5562358	41	2WGyTLYerpo	HIS GUTS DEVELOPED MORE AS MORE LIKEABLE CHARACTER	0.6	2.9532880000000006
2WGyTLYerpo_1	0.102267574	2.227437642	1	2WGyTLYerpo	MUCH SAY THAT I REALLY ENJOYED COWBOYS AND ALIENS	2.0	2.125170068
2WGyTLYerpo_3	2.935827664	7.914512472	3	2WGyTLYerpo	YOU GUYS DONT KNOW WHAT YOURE GONNA GO AND SEE WHEN YOU GO WALK INTO THE MOVIE CALLED COWBOYS AND ALIENS	0.0	4.978684808000001
2WGyTLYerpo_2	2.227437642	2.935827664	2	2WGyTLYerpo	THERE WAS A LOT OF FUN	0.4	0.7083900220000001
2WGyTLYerpo_5	14.65918367	18.30090703	5	2WGyTLYerpo	THE ONLY OSCAR THAT I CAN EVEN THING OF IS MAYBE LIKE BEST CINEMATOGRAPHY	0.0	3.6417233600000003
2WGyTLYerpo_4	7.914512472	14.65918367	4	2WGyTLYerpo	IF YOURE EXPECTING SOME ARTSY SERIOUS OSCAR CONTENDER THAN YOURE WRONG	-0.4	6.744671198000001
2WGyTLYerpo_7	20.54580499	21.98253968	7	2WGyTLYerpo	AND MAYBE BEST VISUAL EFFECTS	1.6	1.436734689999998
2WGyTLYerpo_6	18.30090703	20.54580499	6	2WGyTLYerpo	BECAUSE THE CINEMATOGRAPHY IN THIS MOVIE IS GREAT	2.4	2.2448979599999994
2WGyTLYerpo_9	24.51678005	31.72040816	9	2WGyTLYerpo	BUT AGAIN YOU YOU CANT EXPECT A HUGE LIKE SURREAL MIND BENDER FROM THE MOVIE CALLED COWBOYS AND ALIENS YO	-0.4	7.20362811
2WGyTLYerpo_8	21.98253968	24.51678005	8	2WGyTLYerpo	COZ THE VISUAL EFFECTS ARE PRETTY COOL	1.8	2.5342403700000027
2WGyTLYerpo_51	139.1263039	143.1970522	51	2WGyTLYerpo	SUCH AS SOMETIMES THE ALIENS IN THE WESTERN SETTING DO LOOK A LITTLE GOOFY	-0.6	4.070748299999991
2WGyTLYerpo_39	114.5521542	116.7671202	39	2WGyTLYerpo	AT FIRST HES JUST KIND OF LIKE GRUMPY OLD GUY	-0.6	2.2149659999999898
2WGyTLYerpo_38	104.6346939	110.4514739	38	2WGyTLYerpo	HES HE GIVES AN ENTERTAINING PERFORMANCE AS THE KIND OF LIKE THE LEADER THE OF THE TOWN	1.0	5.816779999999994
2WGyTLYerpo_59	170.824263	172.670068	59	2WGyTLYerpo	OVERALL I REALLY ENJOYED COWBOYS AND ALIENS	2.0	1.8458049999999844
2WGyTLYerpo_58	166.7535147	170.914059	58	2WGyTLYerpo	NOT A HUGE FLAW BUT ITS THERE AND ITS NOTICABLE	-1.4	4.160544299999998
2WGyTLYerpo_11	38.93401361	42.06689342	11	2WGyTLYerpo	THE ACTION IS REALLY INTENSE WHICH SURPRISED ME	2.2	3.1328798099999986
2WGyTLYerpo_10	37.52721088	38.93401361	10	2WGyTLYerpo	AND ITS SATISFACTORY	0.8	1.4068027300000026
2WGyTLYerpo_13	43.80294785	47.96349206	13	2WGyTLYerpo	THERES SOME REALLY INTENSE ACTION SCENES ESPECIALLY THE SCENE WHEN THE ALIENS FIRST INVADE	2.0	4.160544209999998
2WGyTLYerpo_12	42.06689342	43.80294785	12	2WGyTLYerpo	I DIDNT EXPECT THE ACTION TO BE SO INTENSE	1.2	1.736054430000003
2WGyTLYerpo_15	49.27052154	50.5675737	15	2WGyTLYerpo	IT GAVE ME CHILLS	0.5	1.2970521599999998
2WGyTLYerpo_14	47.96349206	49.27052154	14	2WGyTLYerpo	THAT SCENE IS LIKE CRAZY	0.2	1.307029479999997
2WGyTLYerpo_17	52.85238095	55.22698413	17	2WGyTLYerpo	THE ACTION IS REALLY COOL	2.6	2.374603180000001
2WGyTLYerpo_16	50.5675737	52.85238095	16	2WGyTLYerpo	I ITS A LOT OF FUN	2.0	2.28480725
2WGyTLYerpo_19	58.80884354	63.61791383	19	2WGyTLYerpo	ONE THING I LIKE WITH THE ALIENS IS THAT A THEY ARE NOT JUST WEAK LINKS THAT HIDE BEHIND THE TECHNOLOGY	1.4	4.809070290000001
2WGyTLYerpo_18	55.22698413	56.51405896	18	2WGyTLYerpo	THE ALIENS ARE REALLY COOL	2.2	1.2870748300000017
2WGyTLYerpo_31	91.84376417	94.31814059	31	2WGyTLYerpo	I THINK HE DOES A GREAT JOB AT WHAT HE DOES	2.0	2.4743764199999987
2WGyTLYerpo_30	90.27732426	91.84376417	30	2WGyTLYerpo	AND A LOT OF PEOPLE HAVE BEEN SAYING THAT	-0.2	1.5664399099999997
2WGyTLYerpo_37	102.8188209	104.6346939	37	2WGyTLYerpo	HARRISON FORD IS ALSO GOOD	1.4	1.8158729999999963
2WGyTLYerpo_36	100.7335601	102.8188209	36	2WGyTLYerpo	ALSO HIS INNOCENT ACCENT IS PRETTY CONVINCING	1.2	2.0852608000000004
2WGyTLYerpo_35	98.64829932	100.7335601	35	2WGyTLYerpo	AND HE DOES A REALLY GOOD JOB	2.2	2.0852607799999987
2WGyTLYerpo_34	96.9122449	98.64829932	34	2WGyTLYerpo	HE DOESNT TAKE CRAP FROM ANYBODY	0.6	1.736054420000002
2WGyTLYerpo_33	95.50544218	96.9122449	33	2WGyTLYerpo	IS REALLY REALLY HARD CORE	1.2	1.4068027200000017
2WGyTLYerpo_55	152.2664399	157.5244898	55	2WGyTLYerpo	AND SOMETIMES IT KIND OF VEERS INTO CLICHE ACTION MOVIE TERRITORY	-1.0	5.258049900000003
2WGyTLYerpo_32	94.31814059	95.50544218	32	2WGyTLYerpo	HES A REALLY BAD ASS	2.2	1.1873015900000041
2WGyTLYerpo_57	162.2238095	166.7535147	57	2WGyTLYerpo	BUT SOMETIMES IT JUST VEERS ENTIRELY CLICHE ACTION MOVIE TERRITORY AGAIN	-1.6	4.5297052000000235
2WGyTLYerpo_50	136.3426304	139.1263039	50	2WGyTLYerpo	BUT THEY ARE NOTICABLE FLAWS	-1.8	2.7836735000000203
2iD-tVS8NPw_24	129.5281179	135.3548753	24	2iD-tVS8NPw	BUT THEN YOU KIND OF LIKE WALK OUT OF THE MOVIE AND YOURE LIKE WELL I I GET WHAT HAPPENED I UNDERSTAND WHAT HAPPENED	-1.0	5.826757399999991
2iD-tVS8NPw_25	135.3548753	141.3113379	25	2iD-tVS8NPw	BUT WHAT WHAT WOULD YOU DO FOR GREEN LANTERN MOVIE 2 THAT WOULD BE EVEN LIKE WORTH WHILE NOW	-0.8	5.956462600000009
2iD-tVS8NPw_26	141.3113379	152.3263039	26	2iD-tVS8NPw	BECAUSE I MEAN IF HES ABLE TO DO ALL OF THIS SORT OF STUFF LIKE HOW YOURE SUPPOSED TO REALLY PUT UP A FORCE THAT CAN PUSH HIM TO THE NEXT LEVEL OR OR DESTROY HIM AT THE SAME TIME	0.0	11.014965999999987
2iD-tVS8NPw_27	158.2229025	170.3054422	27	2iD-tVS8NPw	AND IT DOES KIND OF A LEA HELPS ALLEVIATE WHAT THAT WHOLE WAS IS ABOUT FIGHTING THE ULTIMATE ENEMY WITHIN THIS FIRST MOVIE AND THAT THE THREAT IS STILL THERE POTENTIALLY SPEAKING	1.4	12.082539699999984
2iD-tVS8NPw_20	83.36303855	97.33129252	20	2iD-tVS8NPw	BUT I THINK THERE WAS ALSO SOME SORT OF LIKE UM TONE WITHIN THE ACTUAL UM POWERS OF THE GREEN LANTERN AND HIMSELF AND THAT YOU CAN BASICALLY THINK UP OF ANYTHING AND YOU CAN PROJECT THAT INTO THE REAL LIFE	0.8	13.968253970000006
2iD-tVS8NPw_21	97.33129252	107.6977324	21	2iD-tVS8NPw	AND I THINK HAVING THIS SORT OF SUPERPOWER ALMOST THIS POWER TO JUST IMAGINE ANYTHING KIND OF JUST UM HELPED ME GET PASSED THAT YOU KNOW THESE ARE ALL CGI CHARACTERS AND SET	1.0	10.366439880000001
2iD-tVS8NPw_22	107.6977324	114.7716553	22	2iD-tVS8NPw	THIS IS A PLAYGROUND AND THEIR IMAGINARY PLAYGROUND AND ANYTHING CAN HAPPEN ANYTHING THAT WHAT ALSO MADE THE FILM EXCITING	2.2	7.0739228999999995
2iD-tVS8NPw_23	114.7716553	117.9344671	23	2iD-tVS8NPw	BECAUSE YOU DONT ENTIRELY KNOW WHATS COMING NEXT	0.2	3.1628118
2iD-tVS8NPw_28	170.3054422	173.7077098	28	2iD-tVS8NPw	SO ITS KIND OF INTERESTING TO SEE UM WHERE THEYRE GONNA BE GOING WITH THAT	1.6	3.402267600000016
2iD-tVS8NPw_29	173.7077098	175.3439909	29	2iD-tVS8NPw	IM LOOKING FORWARD TO IT IVE GOT TO SAY	2.0	1.6362810999999908
2iD-tVS8NPw_1	5.36031746	11.5861678	1	2iD-tVS8NPw	BEFORE I WENT IN TO SEE THE GREEN LANTERN IVE BEEN HEARING ALL THESE LIKE CRITICS BASICALLY JUST TRASHING THIS MOVIE LEFT AND RIGHT	-0.5	6.22585034
