video_id,clip_id,text,label,annotation,mode,label_by
-NFrJFQijFE,8,"We're using state-of-the-art instruments, cutting edge instruments, to measure things like water vapor, clouds, temperature and a whole bunch of trace gases",0.3333333432674408,Positive,train,0
-NFrJFQijFE,2,So we coordinate with all the proper technical fields to get ready for the instrument to arrive here,0.0,Neutral,train,0
-NFrJFQijFE,0,so all that has to go through aerodynamic analysis etc,0.0,Neutral,train,0
-THoVjtIkeU,11,"I am absolutely optimistic, I think that there is no other way to be.",2.3333332538604736,Positive,train,0
-THoVjtIkeU,10,"And they knock and if you don’t open the door and you wait till they bang and you don’t open the door, eventually it will get so frustrating that they will knock that door down.",-0.3333333432674408,Negative,train,0
-THoVjtIkeU,12,"What ever we turn our attention to is what grows and so if we believe that anything is possible, if we believe that social justice can be achieved and if we believe in youth, they will believe in themselves.",2.0,Positive,train,0
-THoVjtIkeU,1,"Ultimately no matter who you are or where you are, you have an equal opportunity to participate and be an active citizen in your own society and also in the world.",1.6666666269302368,Positive,train,0
-THoVjtIkeU,0,"To me specifically, social justice means that there isn’t really a separation between people based on their age, based on their religion their beliefs, their country of origin, things like that.",1.6666666269302368,Positive,train,0
-THoVjtIkeU,2,I think social justice is extremely important for young people.,1.3333333730697632,Positive,train,0
-THoVjtIkeU,6,"You know that I think listening to young people, taking in what they have to say because what we have seen all around the world is the power of youth.",2.6666667461395264,Positive,train,0
-THoVjtIkeU,8,We can start resolving some of these problems if we are not only listening but then also reacting because young people don’t just explode over night.,1.0,Positive,train,0
-UuX1xuaiiE,1,^And all of them are really being able to explore ^these different areas in depth ^in a way that really wasn't available ^before the center was here,1.6666666269302368,Positive,train,0
-UuX1xuaiiE,0,^it's amazing to see their enthusiasm and their passion,2.6666667461395264,Positive,train,0
-UuX1xuaiiE,3,My goal is to become a human rights lawyer,0.3333333432674408,Positive,train,0
-UuX1xuaiiE,2,^- The work that I'm doing at the Human Right Center ^is that I am annotating a memoir about ^_ and genocide,1.6666666269302368,Positive,train,0
-UuX1xuaiiE,5,"In fact, it's sort of how I got my job",1.0,Positive,train,0
-UuX1xuaiiE,4,- The experience with the center was really informative of what I ended up doing after I graduated,2.0,Positive,train,0
-UuX1xuaiiE,7,That included doing early warning of potential ^human rights violations and war crimes around the world,-1.3333333730697632,Negative,train,0
-UuX1xuaiiE,6,"I ended up going to work for the US government as an intelligence analyst, specializing in war crimes and human rights issues",-0.3333333432674408,Negative,train,0
-UuX1xuaiiE,9,Having at least an awareness and sensitivity to human rights issues is critical in today's world,0.6666666865348816,Positive,train,0
-UuX1xuaiiE,8,"^- I think it's very important for any student ^if you're gonna have a leadership role ^in business or politics and law, finance",1.6666666269302368,Positive,train,0
-WXXTNIJcVM,1,"It's so fun, and it's a great workout",1.6666666269302368,Positive,train,0
-WXXTNIJcVM,0,"""I just have a passion for it",2.0,Positive,train,0
-WXXTNIJcVM,3,""" Strong social media game With over half a million followers on both her Twitter and Instagram pages, De La Garza has cultivated her stardom into a loyal fanbase",1.6666666269302368,Positive,train,0
-WXXTNIJcVM,2,"And number two, it's awesome",2.3333332538604736,Positive,train,0
-WXXTNIJcVM,5,"Surprisingly, she doesn't seem to have an official Facebook page, so either kids are too cool for that now, or she reads all of her grumpy older relatives' political gripes elsewhere",0.3333333432674408,Positive,train,0
-ZgjBOA1Yhw,1,But our Ukrainian partners rejected this possibility for reasons unknown to me.,-0.3333333432674408,Negative,train,0
-ZgjBOA1Yhw,2,It is common knowledge that the reverse-flow gas that they (Ukraine) are receiving from several European countries costs $20-30 more for consumers.,-0.6666666865348816,Negative,train,0
-ZgjBOA1Yhw,5,"That means paying the price of $270-280 per 1,000 cubic metre, that's the possible price for the third quarter.",0.3333333432674408,Positive,train,0
-ZgjBOA1Yhw,4,"Is it cheaper to receive Russian gas, or to get reverse-flow gas for $20-30 dollars more than the Russian price.",-0.3333333432674408,Negative,train,0
-ZgjBOA1Yhw,7,"If it is profitable for them [Ukrainian authorities] to pay at the expense of consumers, at the expense of their citizens, it is their personal choice.",0.3333333432674408,Positive,train,0
-ZgjBOA1Yhw,8,Let them answer to their people who have to understand at what price the gas is purchased from friendly European countries.,0.0,Neutral,train,0
-a55Q6RWvTA,3,"And if you clip coupons, if you don't go out for dinner and movies and things of that nature and try to take up things in life that, well, they always say, ""the best things in life are free"". Reading a book, going for a nice walk, and, of course, combining exercise and various things of that nature where you're not spending money per se.",0.6666666865348816,Positive,train,0
-aNfi7CP8vM,10,"Did they grow up in a very strict, staunch Republican household and so because of that now they're a very, very liberal Democrat?",0.0,Neutral,train,0
-aNfi7CP8vM,7,"Maybe they have no political party affiliation, they're not interested in politics, they could care less about politics.",0.0,Neutral,train,0
-aqamKhZ1Ec,1,"And even after the election and the tribal warfare was going on, tribal people were killing one another, but Equity had branches all over the country.",-0.6666666865348816,Negative,train,0
-aqamKhZ1Ec,0,"In 2008, there were very serious tribal warfare in Kenya following a disputed election.",-2.0,Negative,train,0
-aqamKhZ1Ec,5,"They didn't hurt anybody as they-- it was a terrible time, but Equity was kind of an oasis of peace, because everybody said, this bank is my bank, so I'm not going to do anything to this bank.",-0.3333333432674408,Negative,train,0
-dxfTGcXJoc,1,"For the 10th straight year, some of Kentucky’s best and most innovative biotech companies and technologies were on display at the annual BIO International Convention, which I and other state officials attended this week in Chicago.",1.6666666269302368,Positive,train,0
-dxfTGcXJoc,0,"This is Governor Steve Beshear ... About Kentucky Our state is home to more than 1,500 bioscience and lifescience companies and more than 100,000 people who work for these firms, in areas from nutrigenomics and pharmaceuticals to nanotechnology and medical devices.",1.0,Positive,train,0
-dxfTGcXJoc,3,"As governor, I participated in several meetings with executives from high-tech companies who are interested in doing business in, or with, Kentucky.",1.3333333730697632,Positive,train,0
-dxfTGcXJoc,2,"An estimated 20,000 biotech scientists, executives and industry experts from more than 50 nations were at the BIO conference to learn about the latest scientific advances, and to exchange ideas and establish business relationships.",0.6666666865348816,Positive,train,0
-dxfTGcXJoc,5,"As a result of these meetings, one or more of these companies may soon expand their existing Kentucky facilities, or establish new operations in our state.",2.0,Positive,train,0
-dxfTGcXJoc,4,They were all impressed by the thriving lifescience sector in our state.,1.6666666269302368,Positive,train,0
-dxfTGcXJoc,7,Our state pavilion provides an eye-catching environment in which Kentucky biotech companies and organizations can meet prospective customers and business partners.,1.0,Positive,train,0
-dxfTGcXJoc,6,Kentucky’s participation at the annual BIO International Convention is the primary means by which our high-tech companies and institutions can reach out to the global scientific community.,0.6666666865348816,Positive,train,0
-egA8-b7-3M,24,By continually seeking new clients you build a stronger business.,1.3333333730697632,Positive,train,0
-egA8-b7-3M,10,"This is an opportunity for you to highlight your products, your testimonials that you have gotten from clients, letters of recommendation and publications.",0.3333333432674408,Positive,train,0
-egA8-b7-3M,26,We're updating it all the time and looking forward to your comments on our videos.,1.6666666269302368,Positive,train,0
-egA8-b7-3M,15,"You can look at what you want to share with your clients, about what you're doing and what's new in your practice.",0.0,Neutral,train,0
-egA8-b7-3M,17,"As you have more experience, you have more times exhibiting, you get to know more people.",0.3333333432674408,Positive,train,0
-egA8-b7-3M,23,Things could shift and that customer could change the type of cases that he or she is handling.,0.0,Neutral,train,0
-egA8-b7-3M,18,It becomes easier at each one of these conferences to connect with people that you've met or that you're doing business with.,1.0,Positive,train,0
-egA8-b7-3M,16,"Third, another big benefit of exhibiting is connecting with existing clients.",0.6666666865348816,Positive,train,0
-egA8-b7-3M,13,"What are you doing that's different?"" They always want an answer.",0.3333333432674408,Positive,train,0
-egA8-b7-3M,1,I started a successful Legal Nurse Consulting Business in 1989. I mentor nurses who want to become Legal Nurse Consultants.,0.6666666865348816,Positive,train,0
-egA8-b7-3M,3,One of the things that is most important to do when you consider exhibiting is to think about your goals.,0.6666666865348816,Positive,train,0
-egA8-b7-3M,2,In this video I share tips about exhibiting your services at an attorney conference.,0.0,Neutral,train,0
-egA8-b7-3M,5,Here are three goals that you can achieve by signing up to become an exhibitor at an attorney conference.,0.3333333432674408,Positive,train,0
-egA8-b7-3M,25,"Get detailed information on how to successfully exhibit by investing in a copy of my book, ""Secrets of Expanding a Legal Nurse Consulting Business"". Go to the link on this screen which will take you to www.legalnursebusiness.com While you're on my site, grab your free e-books, sign up for our free e-zines and please subscribe to this YouTube channel.",1.3333333730697632,Positive,train,0
-egA8-b7-3M,6,First exhibiting is a wonderful opportunity to network with other legal vendors.,0.6666666865348816,Positive,train,0
-egA8-b7-3M,9,"Secondly, another goal of exhibiting  is building your company image.",0.3333333432674408,Positive,train,0
-egA8-b7-3M,20,"Now you've got a face that you can connect with a voice, and that makes you closer to that client.",0.3333333432674408,Positive,train,0
-iRBcNs9oI8,11,"Then we have our second word: ""pose""",0.0,Neutral,train,0
-iRBcNs9oI8,10,"It's when you're very confident, when you're strong and you feel strong",2.0,Positive,train,0
-iRBcNs9oI8,1,And this secret will also help you if you ever decide to ask out that special someone,1.6666666269302368,Positive,train,0
-iRBcNs9oI8,3,"Well, it is the secret of power pose",0.6666666865348816,Positive,train,0
-iRBcNs9oI8,2,"So, what is this secret I'm telling you about",1.0,Positive,train,0
-iRBcNs9oI8,5,"So, first of all, what am I talking about",0.0,Neutral,train,0
-iRBcNs9oI8,7,"Well, for starters, let's look at the word ""power""",0.6666666865348816,Positive,train,0
-iRBcNs9oI8,6,What is a power pose,0.3333333432674408,Positive,train,0
-iRBcNs9oI8,9,Power is similar to strength,1.3333333730697632,Positive,train,0
-iRBcNs9oI8,8,"I've drawn this man here, and if you can tell, he has a lot of big muscles, he looks very strong",1.0,Positive,train,0
-lqc32Zpr7M,0,You got to visit your family for the holidays and your mom and dad has some big news.,0.0,Neutral,train,0
-lqc32Zpr7M,5,There are several different stages that you're going to go through when coping with a dying person.,-0.6666666865348816,Negative,train,0
-lqc32Zpr7M,10,"You're going to plead with God, plead with the higher being above, plead with anyone who will listen that you don't want this person to leave you in your life.",0.3333333432674408,Positive,train,0
-lqc32Zpr7M,18,"This is an extremely hard time and a way to learn a lot about yourself, your family and your friends; but acceptance is the ultimate stage.",-0.6666666865348816,Negative,train,0
-lzEya4AM_4,9,"Once nausea and vomiting occur, we would mix charcoal, activated charcoal with water; commonly found in many first aid kits, and have the person drink that to absorb whatever residual poisons may be left in the stomach area.",0.6666666865348816,Positive,train,0
-lzEya4AM_4,10,"Again, keep in mind, if it's some type of petroleum or corrosive product we would not want to induce vomiting of any type.",-0.3333333432674408,Negative,train,0
-lzEya4AM_4,5,"If it falls into oh any of those three categories, inducing nausea and vomiting would be your next step.",-0.6666666865348816,Negative,train,0
-lzEya4AM_4,7,"But as long as it's plant, food, or drug we would induce vomiting.",0.0,Neutral,train,0
-lzEya4AM_4,6,"If the product or poison is some type of petroleum product or corrosive product, you would not attempt to induce vomiting and nausea, as as the product burned on the way down it could cause damage and burning on the way back up.",-0.3333333432674408,Negative,train,0
-mJ2ud6oKI8,1,There are a dozen or more hands on techniques that we can do,0.0,Neutral,train,0
-mJ2ud6oKI8,3,If you go to the HipTrac website or Youtube channel you'll see some demonstrations of these techniques,0.0,Neutral,train,0
-mJ2ud6oKI8,2,So physical therapists and chiropractors will do joint manipulations and mobilizations,0.0,Neutral,train,0
-mJ2ud6oKI8,5,"Some of them are very relaxing, very gentle, very pain relieving",1.3333333730697632,Positive,train,0
-mJ2ud6oKI8,4,You can go to the Youtube channel and you can see demonstrations of some of these techniques,0.0,Neutral,train,0
-mJ2ud6oKI8,7,Then there are ones that are a little less comfortable,0.0,Neutral,train,0
-mJ2ud6oKI8,6,They are all very safe,0.3333333432674408,Positive,train,0
-mJ2ud6oKI8,9,"It's safe and the person will feel better later on, but it's sort of like flossing your teeth for the first time",0.0,Neutral,train,0
-mJ2ud6oKI8,8,Sometimes we have to stretch that joint that is already irritated,-0.3333333432674408,Negative,train,0
-mqbVkbCndg,1,And how could we get beyond those limits,0.0,Neutral,train,0
-mqbVkbCndg,0,"How, at a particular moment in time—our moment in time—are they limited",0.0,Neutral,train,0
-mqbVkbCndg,4,I said this is a thoroughly pragmatist approach and it is because it’s not about perfection,0.3333333432674408,Positive,train,0
-t217m2on-s,2,"But a good thing to do is yawning, chewing gum is effective.",0.6666666865348816,Positive,train,0
-t217m2on-s,7,"If you find that your ears consistently do this and you can't pop them often, you'll definitely need to see a physician regarding those things, it could be something more of a nasal infection or a sinus infection that he would need to deal with.",-0.6666666865348816,Negative,train,0
-tANM6ETl_M,0,"The biggest mistake people make when they start positioning their products or their services or their businesses, is to take a position that somebody else has already got.",-0.6666666865348816,Negative,train,0
-tANM6ETl_M,3,"The first place is either you have a prospect, or a customer who's never done it before, or they've never tried it.",0.3333333432674408,Positive,train,0
-tANM6ETl_M,4,"""I've never chewed gum before, I've never drank a soda pop before, I've never done it before."" The other place customers come from is, ""I've done it before but I'm unhappy with the way I'm doing it."" So it's either somebody who's never done it before, or somebody that's done it before but they're unhappy.",0.3333333432674408,Positive,train,0
-tPCytz4rww,11,"Make sure that your using comps that are not larger, no larger than twelve hundred square feet.",0.0,Neutral,train,0
-tPCytz4rww,10,Say twenty percent so if you've got a thousand square foot condo.,0.0,Neutral,train,0
-tPCytz4rww,12,"No less than eight hundred squire feet and going to similar in, similar with bedrooms and bathrooms as well and hopefully the complexes have similar amenities.",0.0,Neutral,train,0
-tPCytz4rww,21,Just a couple ideas to get you started on how to sell your condo.,0.0,Neutral,train,0
-tPCytz4rww,16,So make sure to get a through or to do a through cleaning of the property.,0.0,Neutral,train,0
-tPCytz4rww,18,Do so and as well you'll also want to remove any clutter from that you've accumulated.,0.0,Neutral,train,0
-vxjVxOeScU,2,Don't worry a wedding anniversary speech is one of the easiest speeches to write and give.,0.6666666865348816,Positive,train,0
-vxjVxOeScU,4,"You're going to talk about their life, their marriage and usually how amazing it is that they've stayed together this long.",1.0,Positive,train,0
-vxjVxOeScU,7,"But usually the length of time that a couple has been married really gives you all the information you need to make a great speech, they're very short; they're very sweet, they're very simple.",1.3333333730697632,Positive,train,0
-wMB_hJL-3o,0,Hi my name is Dr. Art Bowler and I am a psychologist in Manhattan New York City where I have my own private practice.,1.0,Positive,train,0
-wMB_hJL-3o,4,"The best way to help a depressed person is to first notice that they are depressed and when you do notice, talk to them about it.",1.3333333730697632,Positive,train,0
-wMB_hJL-3o,7,So if you have a loved one who is depressed those are some of the things that you should think about doing.,0.3333333432674408,Positive,train,0
-wMB_hJL-3o,6,"There are many different treatments helpful for depression by psychologists and psychiatrist alike including behavior modification, cognitive therapy and medication management.",0.6666666865348816,Positive,train,0
-wny0OAz3g8,1,"And because they couldn’t join unions, many Black workers couldn’t get manufacturing or trade work – which paid much better than service work",0.3333333432674408,Positive,train,0
-wny0OAz3g8,0,trade labor unions didn’t allow Black workers to join,0.3333333432674408,Positive,train,0
-wny0OAz3g8,3,Which then allowed the white workers and unions to justify their decision to not allow black workers into their union,-1.3333333730697632,Negative,train,0
-wny0OAz3g8,2,"And because they couldn’t get these jobs, Black communities had more men out of work, higher rates of poverty, and more criminal behavior",-0.3333333432674408,Negative,train,0
-wny0OAz3g8,5,"This is what’s now known as racial formation theory, a theory formalized by modern sociologists Michael Omi and Howard Winant",1.0,Positive,train,0
-wny0OAz3g8,4,The prevailing beliefs about race and racism ultimately reinforced themselves,0.0,Neutral,train,0
-wny0OAz3g8,7,Omi and Winant argue that the concept of race came about as a tool to justify and maintain the economic and political power held by those of European descent,0.0,Neutral,train,0
-wny0OAz3g8,9,"He explores why Black and White Americans tend to have such different outcomes in terms of income, education, and more",0.6666666865348816,Positive,train,0
-wny0OAz3g8,8,Another modern look at these issues can be seen in the work of sociologist William Julius Wilson,0.0,Neutral,train,0
03X1FwF6udc,17,In terms of looking at the three different types of goals it's important to note that if you are saving for a short term goal I would highly recommend that you invest that money liquid.,0.3333333432674408,Positive,train,0
03X1FwF6udc,22,You want to make sure you have a hundred percent of the money that you originally saved for that goal.,0.6666666865348816,Positive,train,0
03X1FwF6udc,19,"Something that's going to be save, it's going to be liquid.",0.0,Neutral,train,0
03X1FwF6udc,31,I'm a Certified Financial Planner with Asti Financial Management . And you can learn more about my services and my company at www dot asti financial dot com.,0.3333333432674408,Positive,train,0
03X1FwF6udc,5,So the first step is definitely going to be able to create a working budget that provides you with hopefully positive cash flow in which you can start a savings plan.,0.6666666865348816,Positive,train,0
03X1FwF6udc,4,"Because you want to make sure that after, as your income comes in and you've paid all of your fixed and your variable expenses that you have some money that you can actually dedicate to a savings plan.",0.0,Neutral,train,0
03X1FwF6udc,9,"Short term goals, intermediate term goals, and longer term goals.",0.3333333432674408,Positive,train,0
07Z16yRBFUQ,3,That is to say they are trying to put money away for retirement when they are not working.,0.6666666865348816,Positive,train,0
07Z16yRBFUQ,5,"That being said mutual funds have rules and the most notable rules are past performance, there's no indication of fair value, and may lose value and not insured by any federal government agency.",0.0,Neutral,train,0
07Z16yRBFUQ,6,"So be mindful of your risk tolerance, the younger you are the more risk you can assume and as you get older make sure you pare back on the risk.",0.0,Neutral,train,0
08d4NTXkSxw,1,"I think, up until that time, there was not a whole lot of notoriety that was coming to the Friendship Nine",0.0,Neutral,train,0
08d4NTXkSxw,3,"And if you knew anything about the turn of the century, everybody was trying to decide, what was the biggest thing that happened in the previous century",0.3333333432674408,Positive,train,0
08d4NTXkSxw,2,"But, at the time, I was serving on the Cultural and Heritage Museum Board",0.0,Neutral,train,0
08d4NTXkSxw,5,LAUREL HOLTZAPPLE: So the impetus of the project was the Friendship Nine and the vacating of their sentences for trespassing,0.0,Neutral,train,0
0AA-wmk8WdA,1,"But I think for many of us, it exposed maybe a lot of issues that were happening underneath the water.",0.3333333432674408,Positive,train,0
0AA-wmk8WdA,10,And I think we need to adjust to that as well as a company.,1.0,Positive,train,0
0AkGtPzl7D8,4,Many times the best way to invest is to be completely risk averse.,0.6666666865348816,Positive,train,0
0BVed2nBq1g,1,Drama queen is used especially for a woman who is extremely melodramatic,0.6666666865348816,Positive,train,0
0BVed2nBq1g,0,Very first one we have is Drama Queen,0.0,Neutral,train,0
0BVed2nBq1g,3,"Like for example, a friend of mine lost her wallet",-0.6666666865348816,Negative,train,0
0BVed2nBq1g,2,Like for a situation or for an event the way this woman would react will be in a very exaggerated and melodramatic way,-0.3333333432674408,Negative,train,0
0BVed2nBq1g,4,"And this another friend of mine was like ""Oh no, Really",-0.3333333432674408,Negative,train,0
0BVed2nBq1g,7,SO she is such a drama queen,0.6666666865348816,Positive,train,0
0BVed2nBq1g,6,"Now that's quite and exaggerated reaction, right",0.0,Neutral,train,0
0DBfvvIVmqY,11,"For those of you who were curious about that, I do plan on doing an updated apartment tour and an updated room tour",0.3333333432674408,Positive,train,0
0DBfvvIVmqY,13,If you could spend Christmas with any J,0.3333333432674408,Positive,train,0
0DBfvvIVmqY,12,So [snaps] look forward to that,1.3333333730697632,Positive,train,0
0DBfvvIVmqY,14,"K Rowling character Fantastic Beasts and Marauders included, who would it be",0.6666666865348816,Positive,train,0
0DBfvvIVmqY,1,What books are you currently reading,1.0,Positive,train,0
0DBfvvIVmqY,3,so I definitely recommend to check them out,1.3333333730697632,Positive,train,0
0DBfvvIVmqY,5,I'm probably gonna go with Harry Potter,0.3333333432674408,Positive,train,0
0DBfvvIVmqY,4,A Harry Potter mug or a Star Wars mug,0.3333333432674408,Positive,train,0
0DBfvvIVmqY,7,"we probably all know the answer to that right now, so say it with me folks",0.6666666865348816,Positive,train,0
0DBfvvIVmqY,9,Do you plan on doing a house tour,0.6666666865348816,Positive,train,0
0DBfvvIVmqY,8,"Starbuck's salted caramel, hot chocolate",2.3333332538604736,Positive,train,0
0EAAfLCQabY,1,I didn't want anyone to know,-0.6666666865348816,Negative,train,0
0EAAfLCQabY,0,hearing loss when I was four to the time I was like in my twenties,-0.3333333432674408,Negative,train,0
0EAAfLCQabY,2,"It was a huge secret and I didn't tell anyone: my friends, family members, i did not want anyone to know",-0.6666666865348816,Negative,train,0
0EphpADwdPg,1,"So for those of us in the theatres, watching Frozen for the first time, again, we see this build-up happening",0.3333333432674408,Positive,train,0
0EphpADwdPg,0,"Disney, but from all over the place-what we hear in the radio",0.3333333432674408,Positive,train,0
0EphpADwdPg,2,"And we were probably subconsciously just expecting ""Let it Go",0.0,Neutral,train,0
0EphpADwdPg,7,"And the first time let's do something completely magical, something sweet, something completely unexpected",1.6666666269302368,Positive,train,0
0EphpADwdPg,6,"So that it does happen, but the SECOND time the chorus comes in",0.6666666865348816,Positive,train,0
0EphpADwdPg,8,"So, with that in mind, let's imagine going back to the first time we watched the movie",1.0,Positive,train,0
0FA32bEZ6xI,24,"They honori architect Robert Robinson Taylor; Bishop Richard Allen, founder of the African Methodist Episcopal Church; and most recently civil rights leader and activist Dorothy Height",0.0,Neutral,train,0
0FA32bEZ6xI,25,"She was honored on a stamp just issued February 1, the first day of Black History Month",0.6666666865348816,Positive,train,0
0FA32bEZ6xI,26,"Gates also told McAllister that an upcoming set of stamps will commemorate key players in the Harlem Renaissance, an early 20th-century cultural, artistic and social explosion",0.0,Neutral,train,0
0FA32bEZ6xI,27,"Gates himself has been pictured on a postage stamp, part of a pane of six issued by Ghana in 1998 paying tribute to Great Black Writers of the 20th Century",0.0,Neutral,train,0
0FA32bEZ6xI,20,"Another prominent collector and the former chief curator of philately for the Smithsonian National Postal Museum, Cheryl Ganz, also serves on the committee",0.0,Neutral,train,0
0FA32bEZ6xI,21,"As Bill McAllister points out in his report about Gates’ departure from the committee, its deliberations are kept secret",0.0,Neutral,train,0
0FA32bEZ6xI,22,"However, McAllister said that Gates told him in an interview that the panel has approved all his suggestions for stamps celebrating the contributions of African-Americans to the United States",0.6666666865348816,Positive,train,0
0FA32bEZ6xI,23,These include the three most recent stamps in the Black Heritage series,0.0,Neutral,train,0
0FA32bEZ6xI,28,"For Linn’s Stamp News and Scott catalogs, I’m Denise McCarty",0.0,Neutral,train,0
0FA32bEZ6xI,29,Keep up on the latest stamp news by following Linn’s on Linns,0.0,Neutral,train,0
0FA32bEZ6xI,1,The Citizens’ Stamp Advisory Committee is down to 11 members,0.0,Neutral,train,0
0FA32bEZ6xI,0,"Welcome to the Monday Morning Brief for February 6, 2017",0.3333333432674408,Positive,train,0
0FA32bEZ6xI,3,has left after serving the maximum 12 years allowed on the panel,0.0,Neutral,train,0
0FA32bEZ6xI,2,Henry Louis Gates Jr,0.0,Neutral,train,0
0FA32bEZ6xI,5,"In addition to being a noted Harvard professor of African and African-American research, Gates is a literary scholar, journalist, author, filmmaker",0.6666666865348816,Positive,train,0
0FA32bEZ6xI,4,"In an interview with Linn’s Washington Correspondent Bill McAllister, Gates said he would have never resigned from the panel, adding that it was his favorite one to serve on",0.3333333432674408,Positive,train,0
0FA32bEZ6xI,7,The roots of the Citizens’ Stamp Advisory Committee are believed to date back to the 1940s,0.3333333432674408,Positive,train,0
0FA32bEZ6xI,6,"His documentaries include Finding Your Roots, which currently airs on PBS",0.0,Neutral,train,0
0FA32bEZ6xI,8,Many have suggested that it was the 1948 3¢ Poultry Industrial Chicken stamp — which has long been widely regarded as one of the least-necessary U,-0.6666666865348816,Negative,train,0
0FA32bEZ6xI,11,"Whatever the impetus, it was almost a decade before the Citizens’ Stamp Advisory Committee was established by Postmaster General Arthur E",0.0,Neutral,train,0
0FA32bEZ6xI,10,commemorative stamps ever — and other similar special-interest stamps that led to a call for a group to oversee the selection of topics to be honored on our postage,1.0,Positive,train,0
0FA32bEZ6xI,13,"The announcement at the time said that the group “shall advise the Post Office Department on any matters pertaining to the subject matter, design, production and issuance of postage stamps",0.3333333432674408,Positive,train,0
0FA32bEZ6xI,12,Summerfield in March of 1957,0.0,Neutral,train,0
0FA32bEZ6xI,15,"On its website today, the United States Postal Service says, “The group selects subjects for recommendation as future stamp issues, made with all postal customers in mind, including stamp collectors",0.0,Neutral,train,0
0FA32bEZ6xI,14,” The role of the committee hasn’t changed much,0.3333333432674408,Positive,train,0
0FA32bEZ6xI,17,"These members come from many different fields, the Postal Service specifically states that they “provide expertise on history, science and technology, art, education, sports, and other subjects of public interest",0.0,Neutral,train,0
0FA32bEZ6xI,16,"” Also, as in 1957, the postmaster general is the one who appoints new committee members",0.0,Neutral,train,0
0FA32bEZ6xI,19,"The committee is currently chaired by Janet Klug, a lifelong collector, a former president of the American Philatelic Society and a Linn’s columnist",0.3333333432674408,Positive,train,0
0FA32bEZ6xI,18,” The stamp hobby is represented as well,0.0,Neutral,train,0
0JuRmhhgMw8,1,The online course1 Indian Constitution at work introduces the making and working of our Constitution since 1950 in a detailed manner,0.3333333432674408,Positive,train,0
0JuRmhhgMw8,0,"Dear learners, a warm welcome to the online courses in this objective political science",1.0,Positive,train,0
0JuRmhhgMw8,3,So it is very important that we understand the Constitution better both not just only for the sake of our academic life but also personal life,1.3333333730697632,Positive,train,0
0JuRmhhgMw8,2,As you are aware the Constitution of India is the longest Constitution in the world The making of our Constitution itself was an exercise in consensus building You know very well that Constitution plays a very crucial role in our everyday life,0.6666666865348816,Positive,train,0
0JuRmhhgMw8,5,"The course explains various provisions of the Constitution about the fundamental rights and other rights electoral system that we adopted functioning and functionaries of the three organs of the government,namely executive,legislature and judiciary",0.6666666865348816,Positive,train,0
0JuRmhhgMw8,4,The course seeks to lay a solid foundation for understanding the system of constitutional government in india with the help of examples from the real life,0.0,Neutral,train,0
